Timestamp,Grade,Type of problem,Types of holds,Number of attempts,Is it a send?,"If it is a send, what is the quality?","If it is a fall, what is the cause? (Or how should you do better in the next try?)",Other notes,Have you been breathing?,Have you been keeping your body as close to the wall as possible?,Have you been shifting your weight dynamically as you reach for the next holds?,Have you grab the hold perpendicularly to its orientation?,Have you been using 'silent feet'?,Have you been keeping awareness of your body position?
11/14/2023 15:25:46,V7,Overhang,"Crimp, Pinch, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,Yes,No
11/14/2023 15:27:26,V5,Arête,"Jug, Pinch, Side-pull",1,No,,"Lack familiarity with the move, Cannot grab on to the hold, Footwork issue",,No,No,Yes,,Yes,No
11/14/2023 15:29:45,V5,Arête,"Jug, Pinch, Side-pull",2,Yes,6,,,Maybe,Maybe,Yes,,Yes,Maybe
11/19/2023 14:20:33,V4,Vertical,"Crimp, Side-pull",1,Yes,6,,,Yes,Maybe,Yes,,Yes,Maybe
11/19/2023 14:25:04,V5,Arête,"Crimp, Sloper, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Maybe,,Maybe,No
11/19/2023 14:27:07,V5,Arête,"Crimp, Sloper, Side-pull",2,No,,Beta to the next move,,No,No,No,,Maybe,No
11/19/2023 14:30:12,V5,Arête,Sloper,3,No,,Beta to the next move,,No,No,No,,No,No
11/19/2023 14:32:58,V5,Arête,"Crimp, Sloper, Side-pull",4,No,,Beta to the next move,,No,No,No,,Maybe,No
11/19/2023 14:36:06,V5,Arête,Sloper,6,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
11/19/2023 14:38:09,V5,Arête,Sloper,7,No,,Beta to the next move,,No,No,No,,Maybe,No
11/19/2023 14:42:19,V5,Arête,"Crimp, Sloper, Side-pull",8,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
11/19/2023 14:44:48,V5,Arête,Sloper,9,No,,Beta to the next move,,No,No,No,,No,No
11/19/2023 14:47:53,V6,Roof,"Jug, Crimp, Sloper, Side-pull",1,No,,"Suboptimal sequence, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
11/19/2023 14:50:19,V6,Roof,"Jug, Crimp, Sloper, Side-pull",2,No,,Tried,,No,Maybe,No,,Yes,Yes
11/19/2023 14:52:29,V6,Roof,"Jug, Crimp, Sloper, Undercling, Side-pull",3,No,,Suboptimal sequence,,No,No,Yes,,Yes,Maybe
11/19/2023 15:00:51,V7,Roof,"Sloper, Undercling, Side-pull",1,No,,Beta to the next move,,No,No,No,,No,No
11/19/2023 15:02:43,V7,Roof,"Sloper, Side-pull",2,No,,"Beta to the next move, Footwork issue",,No,Maybe,Maybe,,Yes,Maybe
11/19/2023 15:05:39,V7,Roof,"Jug, Sloper, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,No,Yes,,Yes,No
11/19/2023 15:07:22,V7,Roof,"Jug, Sloper, Side-pull",4,No,,Beta to the next move,,No,No,Maybe,,Maybe,Yes
11/19/2023 15:09:43,V7,Roof,"Jug, Sloper, Side-pull",5,No,,Beta to the next move,,No,No,No,,No,No
11/19/2023 15:12:47,V5,Arête,"Crimp, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,No
11/19/2023 15:14:45,V5,Arête,"Crimp, Side-pull",4,No,,"Beta to the next move, Cannot grab on to the hold, Wrong body position",,No,No,No,,Maybe,No
11/19/2023 15:17:41,V5,Arête,"Crimp, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,Yes,Yes,Yes,,Maybe,No
11/19/2023 15:20:59,V5,Arête,"Crimp, Side-pull",6,No,,Beta to the next move,,No,Maybe,Maybe,,Yes,No
11/19/2023 15:23:14,V5,Arête,"Crimp, Side-pull",8,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Maybe,No
11/19/2023 15:25:16,V5,Arête,"Crimp, Side-pull",10,No,,Beta to the next move,,No,No,No,,Yes,No
11/19/2023 15:27:18,V5,Arête,"Crimp, Side-pull",11,No,,Beta to the next move,,No,No,Maybe,,Maybe,No
11/19/2023 15:29:13,V5,Arête,"Crimp, Side-pull",12,No,,"Beta to the next move, Footwork issue",,No,No,Yes,,Maybe,No
11/19/2023 15:34:21,V6,Roof,"Jug, Sloper",1,No,,"Beta to the next move, Suboptimal sequence",,No,Yes,No,,Yes,No
11/19/2023 15:37:28,V6,Roof,"Jug, Sloper, Side-pull",2,Yes,6,,,No,No,Yes,,Yes,Maybe
11/19/2023 15:43:51,V6,Roof,"Jug, Crimp, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,Yes,,No,No
11/19/2023 15:46:06,V6,Roof,"Jug, Crimp, Side-pull",3,No,,Beta to the next move,,No,Maybe,Yes,,Maybe,No
11/19/2023 15:49:14,V6,Roof,"Jug, Crimp, Side-pull",4,No,,Suboptimal sequence,,No,No,Yes,,Maybe,Maybe
11/19/2023 15:53:44,V6,Roof,"Jug, Crimp, Side-pull",4,No,,Suboptimal sequence,,Maybe,No,Yes,,Yes,No
11/19/2023 15:57:39,V6,Roof,"Jug, Crimp, Side-pull",6,No,,"Cannot grab on to the hold, Too tired",,Maybe,Yes,Yes,,Yes,Yes
11/19/2023 16:03:53,V6,Vertical,Crimp,1,No,,Beta to the next move,,No,No,No,,Maybe,No
11/19/2023 16:07:51,V6,Roof,"Jug, Pocket, Undercling, Side-pull",1,No,,"Suboptimal sequence, Too tired",,No,Maybe,Yes,,Yes,Maybe
11/19/2023 16:10:48,V6,Roof,Pocket,2,No,,"Beta to the next move, Too tired",,No,No,No,,No,No
11/19/2023 16:14:30,V5,Roof,"Crimp, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Maybe,,Maybe,Maybe
11/19/2023 16:16:07,V5,Roof,"Crimp, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Yes,,Yes,No
11/19/2023 16:18:37,V5,Roof,"Crimp, Side-pull",3,No,,Tried ,,No,Maybe,Yes,,Yes,No
11/19/2023 16:21:14,V5,Roof,"Crimp, Side-pull",5,No,,Too tired,,Maybe,Maybe,Yes,,Yes,No
12/1/2023 15:27:28,V4,Slab,"Pinch, Undercling",1,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,Maybe,No,,Maybe,No
12/1/2023 15:30:29,V4,Vertical,"Pinch, Undercling, Side-pull",2,Yes,6,,,No,Maybe,Maybe,,Yes,Maybe
12/1/2023 15:36:43,V5,Arête,"Sloper, Side-pull",1,No,,Beta to the next move,,No,Maybe,No,,Yes,Maybe
12/1/2023 15:40:05,V5,Arête,"Sloper, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,Yes,No,,Maybe,Maybe
12/1/2023 15:42:39,V5,Vertical,"Crimp, Sloper, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Yes,Maybe
12/1/2023 15:46:00,V5,Vertical,"Crimp, Sloper, Side-pull",3,No,,"Beta to the next move, Footwork issue",,No,Maybe,No,,Yes,Maybe
12/1/2023 15:48:56,V5,Vertical,"Crimp, Sloper, Side-pull",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
12/1/2023 15:51:43,V5,Vertical,"Sloper, Side-pull",5,No,,"Lack familiarity with the move, Too nervous",,No,No,No,,Maybe,Maybe
12/1/2023 15:53:38,V5,Arête,"Crimp, Sloper, Side-pull",6,No,,Cannot grab on to the hold,,No,Maybe,Maybe,,Yes,Maybe
12/1/2023 15:56:00,V5,Vertical,"Crimp, Sloper, Side-pull",7,No,,Cannot grab on to the hold,,Maybe,Yes,No,,Yes,Maybe
12/1/2023 15:59:34,V5,Arête,"Sloper, Side-pull",8,No,,Dry fire,,No,Maybe,No,,Yes,Maybe
12/1/2023 16:01:29,V5,Vertical,"Sloper, Side-pull",9,Yes,6,,,No,Yes,Maybe,,Yes,Yes
12/1/2023 16:07:32,V6,Vertical,"Crimp, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,Maybe
12/1/2023 16:10:28,V6,Vertical,"Crimp, Pinch, Sloper, Side-pull",2,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
12/1/2023 16:13:31,V6,Vertical,"Crimp, Pinch, Sloper, Side-pull",3,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
12/1/2023 16:15:47,V6,Vertical,"Crimp, Pinch, Sloper, Side-pull",4,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
12/1/2023 16:18:02,V6,Vertical,"Crimp, Pinch, Sloper, Side-pull",5,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
12/1/2023 16:21:24,V6,Vertical,"Crimp, Pinch, Sloper, Side-pull",6,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,Maybe
12/1/2023 16:26:08,V7,Vertical,"Crimp, Undercling",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Maybe,No
12/1/2023 16:28:56,V7,Vertical,"Crimp, Undercling",2,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
12/1/2023 16:31:48,V7,Vertical,"Crimp, Undercling, Side-pull",3,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Yes,,Yes,Maybe
12/1/2023 16:33:48,V7,Vertical,"Crimp, Side-pull",4,No,,Dry fire,,No,Maybe,Yes,,Maybe,No
12/1/2023 16:36:19,V6,Vertical,"Jug, Pocket",2,No,,"Suboptimal sequence, Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,Maybe
12/1/2023 16:38:21,V7,Vertical,"Crimp, Side-pull",5,No,,"Cannot grab on to the hold, Wrong body position",,No,Maybe,Yes,,Maybe,No
12/1/2023 16:40:19,V6,Vertical,"Jug, Pocket",4,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Yes,No,,Yes,Maybe
12/1/2023 16:44:41,V7,Vertical,"Crimp, Side-pull",8,No,,Beta to the next move,,No,Maybe,Yes,,Yes,Yes
12/1/2023 16:51:02,V6,Vertical,"Jug, Sloper, Pocket",4,No,,Finished second half,,No,No,Maybe,,Maybe,No
12/1/2023 16:54:50,V6,Vertical,"Jug, Sloper, Pocket",6,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,Maybe,Yes,,Maybe,Maybe
12/3/2023 15:11:29,V4,Arête,"Crimp, Sloper",1,Yes,7,,,No,Maybe,No,,Maybe,Maybe
12/3/2023 15:14:28,V5,Vertical,"Crimp, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,No
12/3/2023 15:18:15,V5,Vertical,"Crimp, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,No,Maybe,,Maybe,No
12/3/2023 15:20:36,V5,Vertical,"Crimp, Side-pull",2,No,,Beta to the next move,,No,Maybe,Yes,,Maybe,No
12/3/2023 15:23:27,V5,Arête,"Sloper, Side-pull",2,No,,"Beta to the next move, Footwork issue",,No,No,No,,Maybe,Maybe
12/3/2023 15:26:03,V5,Vertical,"Crimp, Side-pull",3,Yes,7,,,No,Maybe,Yes,,Yes,No
12/3/2023 15:30:10,V5,Arête,"Sloper, Undercling, Side-pull",3,No,,Beta to the next move,,No,No,No,,Maybe,No
12/3/2023 15:33:23,V5,Arête,"Sloper, Side-pull",4,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,No,,Yes,Maybe
12/3/2023 15:39:34,V5,Arête,"Sloper, Undercling, Side-pull",5,Yes,7,,,Maybe,Maybe,Maybe,,Yes,Yes
12/3/2023 15:45:13,V6,Overhang,Sloper,2,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,No,Maybe,,No,Maybe
12/3/2023 15:47:46,V6,Overhang,Sloper,3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Maybe,Maybe
12/3/2023 15:50:08,V6,Overhang,Sloper,4,No,,Suboptimal sequence,,No,Maybe,Maybe,,Yes,Maybe
12/3/2023 15:53:00,V6,Overhang,Sloper,5,No,,Too tired,,No,Maybe,Yes,,Yes,Maybe
12/3/2023 15:58:25,V6,Roof,"Jug, Pinch, Undercling, Side-pull",1,No,,Beta to the next move,,No,No,Yes,,Maybe,No
12/3/2023 16:00:36,V6,Roof,"Jug, Crimp",3,No,,Beta to the next move,,No,No,No,,No,No
12/3/2023 16:02:46,V6,Roof,"Jug, Pinch, Undercling",4,No,,Beta to the next move,,No,No,No,,Maybe,No
12/3/2023 16:06:53,V6,Overhang,"Jug, Pinch, Side-pull",1,No,,"Lack familiarity with the move, Too tired",,No,No,Yes,,Maybe,No
12/3/2023 16:12:20,V6,Overhang,"Jug, Pinch, Side-pull",2,No,,"Suboptimal sequence, Too tired",,Maybe,Maybe,Yes,,Yes,No
12/7/2023 14:46:46,V4,Vertical,"Jug, Undercling",5,Yes,6,,,No,Yes,Yes,,Yes,Yes
12/7/2023 14:53:31,V6,Overhang,"Jug, Pinch, Side-pull",1,Yes,7,,,Yes,No,Yes,,Yes,Maybe
12/7/2023 14:57:23,V6,Overhang,Sloper,1,No,,"Lack familiarity with the move, Footwork issue",,No,No,No,,Maybe,No
12/7/2023 14:59:54,V6,Overhang,Sloper,2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
12/7/2023 15:01:12,V6,Overhang,Sloper,3,No,,Footwork issue,,No,No,No,,Maybe,No
12/7/2023 15:03:14,V6,Overhang,Sloper,4,No,,Footwork issue,,No,No,No,,Maybe,No
12/7/2023 15:05:28,V6,Overhang,Sloper,5,No,,"Suboptimal sequence, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,No
12/7/2023 15:07:37,V6,Overhang,Sloper,6,No,,"Cannot grab on to the hold, Too tired",,No,Maybe,Maybe,,Maybe,Maybe
12/7/2023 15:09:50,V6,Overhang,Sloper,7,No,,"Beta to the next move, Too tired",,No,Maybe,No,,Maybe,Yes
12/7/2023 15:15:57,V5,Arête,"Crimp, Sloper, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,No,,Maybe,Maybe
12/7/2023 15:18:38,V5,Arête,"Crimp, Sloper, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Maybe,No
12/7/2023 15:21:05,V5,Arête,"Crimp, Sloper, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,Yes,No,,Yes,Yes
12/7/2023 15:23:46,V5,Arête,"Crimp, Side-pull",5,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Maybe,No
12/7/2023 15:35:03,V5,Roof,"Jug, Crimp, Undercling, Side-pull",1,Yes,7,,,Maybe,Maybe,Yes,,Yes,Maybe
12/7/2023 15:40:40,V5,Arête,"Crimp, Sloper, Side-pull",2,No,,"Cannot grab on to the hold, Footwork issue",,No,Maybe,Yes,,Maybe,No
12/7/2023 15:45:09,V5,Arête,"Crimp, Sloper, Side-pull",2,Yes,,,,No,Maybe,No,,Yes,Yes
12/7/2023 15:54:27,V6,Roof,Pocket,1,No,,Finished second half,,No,Yes,Maybe,,Maybe,No
12/7/2023 15:58:02,V6,Roof,"Jug, Pocket, Side-pull",2,No,,Too tired,,No,No,No,,Maybe,Maybe
12/7/2023 16:01:04,V6,Roof,Pocket,2,No,,Suboptimal sequence,,No,Maybe,No,,Maybe,No
12/7/2023 16:02:14,V6,Roof,Pocket,4,No,,Practical middle,,No,Maybe,No,,Maybe,No
12/7/2023 16:05:08,V6,Roof,"Jug, Undercling",5,No,,Suboptimal sequence,,No,No,No,,Maybe,No
12/7/2023 16:07:55,V6,Roof,"Jug, Pocket, Undercling, Side-pull",6,No,,"Suboptimal sequence, Footwork issue",,No,No,No,,Yes,Maybe
12/7/2023 16:11:17,V6,Roof,"Jug, Pocket, Undercling, Side-pull",6,No,,"Cannot grab on to the hold, Too tired",,No,Maybe,No,,Yes,Yes
12/7/2023 16:16:13,V6,Roof,"Jug, Crimp, Side-pull",1,No,,"Suboptimal sequence, Lack familiarity with the move, Too tired",,No,Maybe,Maybe,,Maybe,No
12/7/2023 16:18:53,V6,Roof,"Jug, Crimp, Side-pull",2,No,,"Suboptimal sequence, Too tired",,No,Maybe,Maybe,,Yes,Maybe
12/7/2023 16:22:19,V6,Roof,"Jug, Crimp, Side-pull",4,No,,"Suboptimal sequence, Footwork issue, Too tired",,No,Maybe,No,,Maybe,No
12/13/2023 15:07:44,V4,Vertical,"Crimp, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,No,,Maybe,Maybe
12/13/2023 15:09:24,V4,Vertical,"Crimp, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
12/13/2023 15:12:07,V4,Vertical,"Crimp, Side-pull",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
12/13/2023 15:14:54,V4,Vertical,"Crimp, Side-pull",6,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,No,,Yes,No
12/13/2023 15:18:13,V4,Vertical,"Crimp, Side-pull",6,No,,"Beta to the next move, Lack familiarity with the move, Wrong body position",,No,Yes,No,,Yes,Maybe
12/13/2023 15:21:04,V4,Vertical,"Pinch, Side-pull",8,No,,"Lack familiarity with the move, Too tired",,No,Yes,No,,Yes,Maybe
12/13/2023 15:24:02,V4,Vertical,"Crimp, Side-pull",9,No,,Wrong body position,,No,Maybe,No,,Maybe,No
12/13/2023 15:26:51,V4,Vertical,"Crimp, Side-pull",11,No,,"Cannot grab on to the hold, Wrong body position",,No,Yes,No,,Maybe,Maybe
12/13/2023 15:28:30,V4,Vertical,"Crimp, Side-pull",13,No,,"Cannot grab on to the hold, Too tired",,No,Yes,No,,Maybe,Maybe
12/13/2023 15:32:17,V5,Vertical,Pinch,3,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
12/13/2023 15:43:30,V5,Vertical,"Crimp, Pinch",11,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,No,,No,No
12/13/2023 15:35:23,V5,Vertical,"Crimp, Pinch",5,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Maybe,,Yes,Maybe
12/13/2023 15:37:13,V5,Vertical,"Crimp, Pinch, Side-pull",7,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,Maybe,No
12/13/2023 15:38:35,V5,Vertical,"Crimp, Pinch, Side-pull",8,No,,Lack familiarity with the move,,Maybe,Maybe,Yes,,Maybe,Maybe
12/13/2023 15:41:30,V5,Vertical,"Crimp, Pinch",10,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,Yes,,Yes,Maybe
12/13/2023 15:48:05,V5,Vertical,"Crimp, Pinch, Side-pull",12,No,,"Beta to the next move, Suboptimal sequence, Too tired",,No,Maybe,Maybe,,Maybe,No
12/13/2023 15:53:16,V5,Slab,"Crimp, Side-pull",3,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,No,,Maybe,Maybe
12/13/2023 15:55:54,V5,Slab,"Crimp, Side-pull",3,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
12/13/2023 15:56:33,V5,Vertical,"Crimp, Pinch, Side-pull",12,No,,"Suboptimal sequence, Cannot grab on to the hold, Too tired",,No,Maybe,Yes,,Maybe,No
12/13/2023 15:58:33,V4,Vertical,"Edge, Crimp, Undercling, Side-pull",1,No,,Beta to the next move,,No,No,No,,Maybe,No
12/13/2023 16:00:36,V4,Vertical,"Jug, Edge, Crimp, Undercling, Side-pull",2,Yes,5,,,No,No,Yes,,Maybe,No
12/13/2023 16:04:50,V6,Vertical,"Crimp, Pinch, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold, Wrong body position",,No,Maybe,Maybe,,Maybe,No
12/13/2023 16:07:27,V6,Vertical,"Crimp, Pinch, Sloper, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,No
12/13/2023 16:09:56,V6,Vertical,"Crimp, Pinch, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,Yes,Maybe
12/13/2023 16:12:10,V6,Vertical,"Crimp, Pinch, Sloper",5,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Maybe,Maybe
12/13/2023 16:17:15,V5,Slab,"Jug, Sloper, Side-pull",1,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
12/13/2023 16:18:21,V5,Slab,"Jug, Sloper",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,Maybe
12/13/2023 16:20:13,V5,Slab,"Jug, Pinch",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
12/13/2023 16:23:13,V5,Slab,"Jug, Pinch, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Yes,Maybe
12/13/2023 16:25:03,V5,Slab,"Jug, Pinch, Sloper, Side-pull",3,Yes,6,,,No,Maybe,Yes,,Yes,Maybe
12/17/2023 9:44:05,V4,Roof,"Jug, Side-pull",1,Yes,6,,,Maybe,Maybe,Maybe,,Yes,Maybe
12/17/2023 9:53:03,V5,Roof,"Jug, Pocket, Undercling, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,Maybe,No,Yes,,Yes,Maybe
12/17/2023 9:55:38,V5,Roof,"Jug, Undercling, Side-pull",2,No,,Finished second half,,Maybe,Maybe,Maybe,,Yes,Yes
12/17/2023 9:58:59,V5,Roof,"Jug, Pocket, Undercling, Side-pull",3,Yes,6,,,Maybe,Maybe,Yes,,Yes,Maybe
12/17/2023 10:05:58,V5,Arête,"Crimp, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,No
12/17/2023 10:09:28,V5,Arête,"Crimp, Side-pull",3,No,,Beta to the next move,,No,Yes,No,,Yes,Yes
12/17/2023 10:17:54,V5,Arête,"Crimp, Side-pull",4,No,,Beta to the next move,,No,No,Yes,,Maybe,No
12/17/2023 10:21:02,V5,Arête,"Crimp, Side-pull",5,No,,Wrong body position,,No,Maybe,No,,Maybe,No
12/17/2023 10:33:22,V5,Arête,"Crimp, Side-pull",6,No,7,,,No,Yes,Maybe,,Yes,Yes
12/17/2023 10:38:31,V6,Overhang,"Jug, Crimp, Undercling",1,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,No
12/17/2023 10:42:31,V6,Overhang,"Jug, Crimp, Undercling, Side-pull",3,No,,Beta to the next move,,No,No,No,,Yes,No
12/17/2023 10:46:23,V6,Overhang,"Jug, Crimp, Undercling, Side-pull",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Yes,Maybe
12/17/2023 10:49:17,V6,Overhang,"Crimp, Undercling, Side-pull",5,No,,Cannot grab on to the hold,,No,Maybe,Yes,,Yes,Maybe
12/17/2023 10:53:14,V6,Overhang,"Jug, Crimp, Undercling, Side-pull",6,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Yes,No
12/17/2023 11:03:20,V6,Roof,"Jug, Pinch, Sloper, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Yes,,Maybe,No
12/17/2023 11:06:24,V6,Roof,"Jug, Sloper, Side-pull",3,No,,Beta to the next move,,No,No,Yes,,Yes,No
12/17/2023 11:09:47,V6,Roof,"Jug, Sloper, Side-pull",4,No,,Beta to the next move,,No,No,Yes,,Yes,Maybe
12/17/2023 11:12:34,V6,Roof,"Jug, Sloper, Side-pull",5,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,No
12/17/2023 11:16:59,V5,Overhang,"Jug, Crimp, Sloper, Undercling",1,Yes,6,,,No,Maybe,Yes,,Maybe,Yes
12/17/2023 11:22:35,V6,Overhang,"Pinch, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold, Too tired",,No,Maybe,Yes,,Maybe,No
12/17/2023 11:25:43,V6,Overhang,"Pinch, Sloper, Side-pull",2,No,,"Lack familiarity with the move, Too tired",,Maybe,No,Yes,,Yes,Maybe
12/20/2023 15:20:51,V4,Slab,"Edge, Crimp, Pinch, Undercling, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Maybe,No
12/20/2023 15:22:53,V4,Slab,"Crimp, Pinch, Undercling, Side-pull",2,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
12/20/2023 15:25:00,V4,Slab,"Jug, Crimp, Pinch, Undercling, Side-pull",3,No,,"Suboptimal sequence, Dry fire",,No,Maybe,Maybe,,Maybe,No
12/20/2023 15:27:29,V4,Slab,"Jug, Crimp, Pinch, Undercling, Side-pull",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,Yes,No
12/20/2023 15:29:06,V4,Slab,"Jug, Crimp, Pinch, Sloper, Undercling, Side-pull",5,Yes,7,,,No,Maybe,Yes,,Yes,No
12/20/2023 15:35:01,V5,Roof,"Jug, Sloper, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move, Too tired",,No,Maybe,Yes,,Yes,No
12/20/2023 15:38:54,V5,Roof,"Jug, Sloper, Side-pull",2,No,,Lack familiarity with the move,,Maybe,No,Yes,,Yes,No
12/20/2023 15:41:36,V5,Roof,"Jug, Sloper, Side-pull",3,No,,Beta to the next move,,Maybe,Maybe,Yes,,Yes,Maybe
12/20/2023 15:45:59,V5,Roof,"Jug, Sloper, Side-pull",4,No,,Beta to the next move,,No,No,No,,Maybe,No
12/20/2023 15:48:08,V5,Roof,"Jug, Sloper, Side-pull",5,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Maybe,No
12/20/2023 15:51:58,V5,Roof,"Jug, Sloper, Side-pull",6,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,No,,Yes,Maybe
12/20/2023 15:55:40,V5,Roof,"Jug, Sloper, Side-pull",7,No,,Cannot grab on to the hold,,Maybe,Maybe,Yes,,Yes,Maybe
12/20/2023 15:59:12,V5,Roof,"Jug, Sloper, Side-pull",8,No,,"Cannot grab on to the hold, Too tired",,Yes,Maybe,Yes,,Yes,No
12/20/2023 16:03:27,V6,Vertical,"Jug, Edge, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,No
12/20/2023 16:05:28,V6,Vertical,"Edge, Side-pull",2,No,,"Lack familiarity with the move, Wrong body position",,No,No,No,,No,Maybe
12/20/2023 16:08:23,V6,Vertical,"Edge, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,Yes,Maybe
12/20/2023 16:11:12,V6,Vertical,"Jug, Edge, Side-pull",4,Yes,6,,,No,Maybe,Yes,,Yes,Yes
12/20/2023 16:16:00,V7,Arête,"Sloper, Side-pull",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,No
12/20/2023 16:17:38,V7,Arête,"Sloper, Side-pull",2,No,,Beta to the next move,,No,No,No,,Yes,Maybe
12/20/2023 16:19:44,V7,Vertical,"Jug, Pinch",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
12/20/2023 16:24:57,V7,Vertical,"Jug, Undercling",2,Yes,7,,,No,No,Yes,,Yes,Maybe
12/20/2023 16:27:15,V5,Vertical,"Jug, Undercling",1,Yes,6,,,No,No,Yes,,Yes,Maybe
12/20/2023 16:30:22,V5,Vertical,Pinch,2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,No,,Yes,No
